,Unnamed: 0,ID,title,product_type,macro_category,prices,quantities,unit_of_measure,score,total_annual_revenues
3907,3907.0,7.600160953387721e+18,SD401 general instant adhesive plastic rubber glass metal ceramic wood leather wholesale,Adhesives & Sealants,Chemicals,63.91,120.0,pieces,5.0,9000.0
3908,3908.0,7.600160953387721e+18,SD401 general instant adhesive plastic rubber glass metal ceramic wood leather wholesale,Adhesives & Sealants,Chemicals,59.37,1200.0,pieces,5.0,9000.0
3909,3909.0,7.600160953387721e+18,SD401 general instant adhesive plastic rubber glass metal ceramic wood leather wholesale,Adhesives & Sealants,Chemicals,56.01,12000.0,pieces,5.0,9000.0
3910,3910.0,-3.0423370634230994e+18,Home appliance adhesive sealing yhb sealant tyre silicone,Adhesives & Sealants,Chemicals,3.49,192.0,pieces,5.0,10000.0
3911,3911.0,-3.0423370634230994e+18,Home appliance adhesive sealing yhb sealant tyre silicone,Adhesives & Sealants,Chemicals,3.29,3840.0,pieces,5.0,10000.0
3912,3912.0,4.1254979012027684e+18,Customize Color Swimming Pool Epoxy Grout Anti-Yellowing Mosaic Matte Two Component Hydrogenated Epoxy Grout,Adhesives & Sealants,Chemicals,25.0,1.0,pieces,5.0,20000.0
3913,3913.0,4.1254979012027684e+18,Customize Color Swimming Pool Epoxy Grout Anti-Yellowing Mosaic Matte Two Component Hydrogenated Epoxy Grout,Adhesives & Sealants,Chemicals,24.0,500.0,pieces,5.0,20000.0
3914,3914.0,4.1254979012027684e+18,Customize Color Swimming Pool Epoxy Grout Anti-Yellowing Mosaic Matte Two Component Hydrogenated Epoxy Grout,Adhesives & Sealants,Chemicals,15.0,50000.0,pieces,5.0,20000.0
3915,3915.0,-6.712538102752618e+18,Automotive Auto Glass Polyurethane Silicone Adhesive Primer-less Body Metal Resin Joint Sealant for Car,Adhesives & Sealants,Chemicals,0.6,4800.0,pieces,,
3916,3916.0,-6.712538102752618e+18,Automotive Auto Glass Polyurethane Silicone Adhesive Primer-less Body Metal Resin Joint Sealant for Car,Adhesives & Sealants,Chemicals,0.5,120000.0,pieces,,
3917,3917.0,-4.1344337896705336e+18,Waterproof Sealant Silicone Liquid Polydimethylsiloxane Glass Glue ZT9680 Factory Cheap Natural 100% Silicone Raw Material,Adhesives & Sealants,Chemicals,"['$0.01/piece', '']",,,4.9,1500000.0
3918,3918.0,-5.058384934406366e+18,Aging resistance weather proofing caulking no smell silicone sealant clear silicone sealant for construction,Adhesives & Sealants,Chemicals,2.05,2400.0,pieces,4.8,1000.0
3919,3919.0,-5.058384934406366e+18,Aging resistance weather proofing caulking no smell silicone sealant clear silicone sealant for construction,Adhesives & Sealants,Chemicals,1.17,26400.0,pieces,4.8,1000.0
3920,3920.0,-1.559528798776402e+18,Free Samples TOBS-832 250g White Wall Repair Paste,Adhesives & Sealants,Chemicals,0.5,1.0,pieces,4.6,410000.0
3921,3921.0,7.847124404163195e+18,High Quality Neutral Weathering Colored Silicone Sealant Adhesive glue,Adhesives & Sealants,Chemicals,"['$1.60/piece', '']",,,,530000.0
3922,3922.0,3.437562025587155e+18,GNS more than 100 colorless waterproof 704 rubber silicone glazing adhesive sealant glue,Adhesives & Sealants,Chemicals,"['$1.00/piece', '']",,,4.6,60000.0
3923,3923.0,-2.172826335191519e+18,YJ-G300 Gold 30g heat sink Silicone Sealant thermal paste CPU processor Conductive thermal paste,Adhesives & Sealants,Chemicals,0.58,100.0,pieces,4.7,390000.0
3924,3924.0,-2.172826335191519e+18,YJ-G300 Gold 30g heat sink Silicone Sealant thermal paste CPU processor Conductive thermal paste,Adhesives & Sealants,Chemicals,0.55,1250.0,pieces,4.7,390000.0
3925,3925.0,-2.172826335191519e+18,YJ-G300 Gold 30g heat sink Silicone Sealant thermal paste CPU processor Conductive thermal paste,Adhesives & Sealants,Chemicals,0.53,5000.0,pieces,4.7,390000.0
3926,3926.0,4.3784681052579144e+18,caulking no emulsion adhesives & sealants silicone sealant for construction,Adhesives & Sealants,Chemicals,0.65,100.0,pieces,,
3927,3927.0,4.3784681052579144e+18,caulking no emulsion adhesives & sealants silicone sealant for construction,Adhesives & Sealants,Chemicals,0.38,500.0,pieces,,
3928,3928.0,3.654891448787059e+18,CNMI Car Windshield Cracked Repair Tool Car Window Phone Screen Repair Kit Glass Curing Glue Auto Glass Scratch Crack Restore,Adhesives & Sealants,Chemicals,1.98,1.0,packs,4.5,210000.0
3929,3929.0,3.654891448787059e+18,CNMI Car Windshield Cracked Repair Tool Car Window Phone Screen Repair Kit Glass Curing Glue Auto Glass Scratch Crack Restore,Adhesives & Sealants,Chemicals,1.68,500.0,packs,4.5,210000.0
3930,3930.0,3.654891448787059e+18,CNMI Car Windshield Cracked Repair Tool Car Window Phone Screen Repair Kit Glass Curing Glue Auto Glass Scratch Crack Restore,Adhesives & Sealants,Chemicals,1.58,1000.0,packs,4.5,210000.0
3931,3931.0,3.654891448787059e+18,CNMI Car Windshield Cracked Repair Tool Car Window Phone Screen Repair Kit Glass Curing Glue Auto Glass Scratch Crack Restore,Adhesives & Sealants,Chemicals,1.48,10000.0,packs,4.5,210000.0
3932,3932.0,3.158202036363612e+18,Shandong High Quality OEM 300ml 280ml clear and white acrylic painters caulk,Adhesives & Sealants,Chemicals,0.5,2400.0,pieces,4.9,30000.0
3933,3933.0,3.158202036363612e+18,Shandong High Quality OEM 300ml 280ml clear and white acrylic painters caulk,Adhesives & Sealants,Chemicals,0.4,12000.0,pieces,4.9,30000.0
3934,3934.0,3.158202036363612e+18,Shandong High Quality OEM 300ml 280ml clear and white acrylic painters caulk,Adhesives & Sealants,Chemicals,0.3,52800.0,pieces,4.9,30000.0
3935,3935.0,-1.6402864042209388e+18,auto glass pu polyurethane windscreen sealant adhesive for windshield,Adhesives & Sealants,Chemicals,1.1,200.0,pieces,,6000.0
3936,3936.0,-1.6402864042209388e+18,auto glass pu polyurethane windscreen sealant adhesive for windshield,Adhesives & Sealants,Chemicals,1.05,500.0,pieces,,6000.0
3937,3937.0,-1.6402864042209388e+18,auto glass pu polyurethane windscreen sealant adhesive for windshield,Adhesives & Sealants,Chemicals,1.0,1000.0,pieces,,6000.0
3938,3938.0,1.3207094175726052e+18,Sinolink GP Silicone Sealant For Diy And Hardware Market Waterproof Silicone Sealant,Adhesives & Sealants,Chemicals,"['$1.00/piece', '']",,,5.0,1200000.0
3939,3939.0,9.191829394865294e+18,cheap fireproof spray foam pu polyurethane liquid spray foam,Adhesives & Sealants,Chemicals,"['$1,150.00/set', '']",,,4.8,550000.0
3940,3940.0,1.0363013624304128e+18,SD831W 3:1 Clean Epoxy Resin AB Glue Kit for Wood Table Top Coating No VOC No BPA Non Toxic Epoxy Resin Adhesives & Sealants,Adhesives & Sealants,Chemicals,7.57,100.0,pieces,,20.0
3941,3941.0,1.0363013624304128e+18,SD831W 3:1 Clean Epoxy Resin AB Glue Kit for Wood Table Top Coating No VOC No BPA Non Toxic Epoxy Resin Adhesives & Sealants,Adhesives & Sealants,Chemicals,6.2,1000.0,pieces,,20.0
3942,3942.0,2.4012024718259507e+18,General color Silicone Sealant Easy Seal Sealant adhesive glue for window and door,Adhesives & Sealants,Chemicals,"['$1.60/piece', '']",,,,530000.0
3943,3943.0,5.353655734420386e+18,SEPNA SP860 PU adhesive sealant for car windshield,Adhesives & Sealants,Chemicals,"['$0.10/piece', '']",,,,60000.0
3944,3944.0,-5.772497132857008e+18,New 2024 Adhesives & Sealants Super Glue China Manufacturers Custom Wood Super Glue Fast Adhesives Glue,Adhesives & Sealants,Chemicals,"['$0.10/piece', '']",,,4.9,4500000.0
3945,3945.0,-5.217687472752912e+18,2022 HOT High Thermal conductive liquid silicone Epoxy glue electronic potting compound,Adhesives & Sealants,Chemicals,0.4,100.0,pieces,4.7,190000.0
3946,3946.0,-5.217687472752912e+18,2022 HOT High Thermal conductive liquid silicone Epoxy glue electronic potting compound,Adhesives & Sealants,Chemicals,0.3,1000.0,pieces,4.7,190000.0
3947,3947.0,-5.217687472752912e+18,2022 HOT High Thermal conductive liquid silicone Epoxy glue electronic potting compound,Adhesives & Sealants,Chemicals,0.19,10000.0,pieces,4.7,190000.0
3948,3948.0,5.322929206229891e+18,PINSU-CS Building curtain wall sun room Weather resistant adhesive sealant,Adhesives & Sealants,Chemicals,"['$0.01/piece', '']",,,,1000.0
3949,3949.0,5.704698126483799e+18,GORVIA durable using various resins glass vinyl UV adhesive sealant waterproof bondic UV Glue,Adhesives & Sealants,Chemicals,"['$15.00/piece', '']",,,5.0,10000.0
3950,3950.0,2.91453365133173e+18,Star Speed 401 glue 460 495 480 instant drying glue,Adhesives & Sealants,Chemicals,0.42,5000.0,pieces,4.6,510000.0
3951,3951.0,2.91453365133173e+18,Star Speed 401 glue 460 495 480 instant drying glue,Adhesives & Sealants,Chemicals,0.4,10000.0,pieces,4.6,510000.0
3952,3952.0,-3.255767467534039e+18,Waterproof structural contact marble caulk wood polyurethane caulking acrylic super tile glue silicone adhesives sealant silicon,Adhesives & Sealants,Chemicals,0.7,100.0,pieces,,30.0
3953,3953.0,-3.255767467534039e+18,Waterproof structural contact marble caulk wood polyurethane caulking acrylic super tile glue silicone adhesives sealant silicon,Adhesives & Sealants,Chemicals,0.65,2400.0,pieces,,30.0
3954,3954.0,-3.255767467534039e+18,Waterproof structural contact marble caulk wood polyurethane caulking acrylic super tile glue silicone adhesives sealant silicon,Adhesives & Sealants,Chemicals,0.58,24000.0,pieces,,30.0
3955,3955.0,-3.255767467534039e+18,Waterproof structural contact marble caulk wood polyurethane caulking acrylic super tile glue silicone adhesives sealant silicon,Adhesives & Sealants,Chemicals,0.35,48000.0,pieces,,30.0
3956,3956.0,9.914280667758669e+17,Self-leveling adhesive sealing g1200 mixer system dr fixit silicone sealant,Adhesives & Sealants,Chemicals,3.49,192.0,pieces,5.0,10000.0
3957,3957.0,9.914280667758669e+17,Self-leveling adhesive sealing g1200 mixer system dr fixit silicone sealant,Adhesives & Sealants,Chemicals,3.29,3840.0,pieces,5.0,10000.0
3958,3958.0,2.125364676239856e+17,HY510 Grey 30g heat sink Silicone Sealant thermal paste CPU processor Conductive thermal paste,Adhesives & Sealants,Chemicals,0.25,100.0,pieces,4.7,390000.0
3959,3959.0,2.125364676239856e+17,HY510 Grey 30g heat sink Silicone Sealant thermal paste CPU processor Conductive thermal paste,Adhesives & Sealants,Chemicals,0.24,1250.0,pieces,4.7,390000.0
3960,3960.0,2.125364676239856e+17,HY510 Grey 30g heat sink Silicone Sealant thermal paste CPU processor Conductive thermal paste,Adhesives & Sealants,Chemicals,0.23,5000.0,pieces,4.7,390000.0
3961,3961.0,5.989194523447156e+18,2 Gallon (7.6 L) | Art & Craft Epoxy Resin Kit Free Sample Clear Casting Epoxy Resin Cover Art,Adhesives & Sealants,Chemicals,4.13,20.0,kilograms,4.9,630000.0
3962,3962.0,5.989194523447156e+18,2 Gallon (7.6 L) | Art & Craft Epoxy Resin Kit Free Sample Clear Casting Epoxy Resin Cover Art,Adhesives & Sealants,Chemicals,4.0,2000.0,kilograms,4.9,630000.0
3963,3963.0,5.989194523447156e+18,2 Gallon (7.6 L) | Art & Craft Epoxy Resin Kit Free Sample Clear Casting Epoxy Resin Cover Art,Adhesives & Sealants,Chemicals,3.8,5000.0,kilograms,4.9,630000.0
3964,3964.0,5.989194523447156e+18,2 Gallon (7.6 L) | Art & Craft Epoxy Resin Kit Free Sample Clear Casting Epoxy Resin Cover Art,Adhesives & Sealants,Chemicals,3.59,10000.0,kilograms,4.9,630000.0
3965,3965.0,8.225732436631222e+18,2023 best selling750ML spray polyurethane PU FOAM adhesive,Adhesives & Sealants,Chemicals,1.0,1000.0,pieces,5.0,80000.0
3966,3966.0,8.225732436631222e+18,2023 best selling750ML spray polyurethane PU FOAM adhesive,Adhesives & Sealants,Chemicals,0.98,2000.0,pieces,5.0,80000.0
3967,3967.0,8.225732436631222e+18,2023 best selling750ML spray polyurethane PU FOAM adhesive,Adhesives & Sealants,Chemicals,0.95,2250.0,pieces,5.0,80000.0
3968,3968.0,1.0953118378888518e+18,Best Price China Manufacture Quality High Temperature Elastic Silicone Sealant Intumescent Fire-Proof Waterproof Sealant,Adhesives & Sealants,Chemicals,"['$1.25/piece', '']",,,5.0,4000.0
3969,3969.0,7.012899581761844e+18,YiSLON dowsil Anti mold siliconzied atomized liquid acrylic acryl outdoor silicone adhesive sealant,Adhesives & Sealants,Chemicals,0.4,120.0,pieces,,2000.0
3970,3970.0,7.012899581761844e+18,YiSLON dowsil Anti mold siliconzied atomized liquid acrylic acryl outdoor silicone adhesive sealant,Adhesives & Sealants,Chemicals,0.38,2400.0,pieces,,2000.0
3971,3971.0,7.012899581761844e+18,YiSLON dowsil Anti mold siliconzied atomized liquid acrylic acryl outdoor silicone adhesive sealant,Adhesives & Sealants,Chemicals,0.36,12000.0,pieces,,2000.0
3972,3972.0,4.555998291760081e+18,No shrinkage 280ml 300ml 600ml paintable acrylic gap filler sealant no more gap,Adhesives & Sealants,Chemicals,"['$0.50/piece', '']",,,4.1,570000.0
3973,3973.0,5.191816382463304e+18,Organic Intermediate PCE/Perchlorethylene/Tetrochloroethane/Tetrachloroethylene,Hydrocarbon & Derivatives,Chemicals,,5.0,metric,,1000.0
3974,3974.0,5.191816382463304e+18,Organic Intermediate PCE/Perchlorethylene/Tetrochloroethane/Tetrachloroethylene,Hydrocarbon & Derivatives,,,24.0,metric,,1000.0
3975,3975.0,-5.874316268590499e+18,Tetrachloroethylene Perchloroethylene PCE Cas127-18-4,Hydrocarbon & Derivatives,Chemicals,,,,,20000.0
3976,3976.0,-8.563549872925813e+18,Good Quality Tetrachloroethylene / PCE Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,870.0,20.0,metric,5.0,40000.0
3977,3977.0,-8.563549872925813e+18,Good Quality Tetrachloroethylene / PCE Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,800.0,50.0,metric,5.0,40000.0
3978,3978.0,-8.563549872925813e+18,Good Quality Tetrachloroethylene / PCE Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,710.0,200.0,metric,5.0,40000.0
3979,3979.0,2.4570578132009482e+17,Hydrocarbon refrigerant gas R290 propane disposable 5KG disposable cylinder,Hydrocarbon & Derivatives,Chemicals,50.0,1150.0,pieces,,
3980,3980.0,2.4570578132009482e+17,Hydrocarbon refrigerant gas R290 propane disposable 5KG disposable cylinder,Hydrocarbon & Derivatives,Chemicals,40.0,11500.0,pieces,,
3981,3981.0,8.574049941359624e+16,China SHINGCHEM 99.5% Purity R290 Gas Hydrocarbon & Derivatives Cooling Refrigerant Gas for Car Care AC,Hydrocarbon & Derivatives,Chemicals,16.0,500.0,pieces,5.0,600000.0
3982,3982.0,8.574049941359624e+16,China SHINGCHEM 99.5% Purity R290 Gas Hydrocarbon & Derivatives Cooling Refrigerant Gas for Car Care AC,Hydrocarbon & Derivatives,Chemicals,15.0,1150.0,pieces,5.0,600000.0
3983,3983.0,7.795714602812859e+18,Fk 5112 High Quality Pure Gas Cas 756-13-8 Clean A Fk 5-1-12 Clean Agent,Hydrocarbon & Derivatives,Chemicals,1.6,250.0,kilograms,5.0,600000.0
3984,3984.0,7.795714602812859e+18,Fk 5112 High Quality Pure Gas Cas 756-13-8 Clean A Fk 5-1-12 Clean Agent,Hydrocarbon & Derivatives,Chemicals,1.4,1000.0,kilograms,5.0,600000.0
3985,3985.0,-1.3178584318810107e+18,CAS No. 127-18-4 C2CL4 PCE Tetrachloroethylene Perchloroethylene with Best Price,Hydrocarbon & Derivatives,Chemicals,998.0,24.0,tons,5.0,320000.0
3986,3986.0,-1.3178584318810107e+18,CAS No. 127-18-4 C2CL4 PCE Tetrachloroethylene Perchloroethylene with Best Price,Hydrocarbon & Derivatives,Chemicals,988.0,48.0,tons,5.0,320000.0
3987,3987.0,3.8938067267294377e+18,CF4 Gas,Hydrocarbon & Derivatives,Chemicals,100.0,30.0,kilograms,5.0,520000.0
3988,3988.0,2.1179247317077711e+18,Industrial Grade High Purity Hydrocarbon & Derivatives HFO R1234YF & R1234ZE Gaz Refrigerant,Hydrocarbon & Derivatives,Chemicals,,,,5.0,3300000.0
3989,3989.0,-1.2613718827632535e+18,"99.9% purity gas n-butane r600a, hydrocarbon refrigerant gas r600 for sale",Hydrocarbon & Derivatives,Chemicals,,,,,
3990,3990.0,6.707676997082423e+18,High Quality Tetrachloroethylene (TCE)/C2Cl4 Perchloroethylene / PCE for dry cleaning agent 127-18-4 for soap,Hydrocarbon & Derivatives,Chemicals,,,,4.8,110000.0
3991,3991.0,-7.853519235151527e+18,Tetrachloroethylene Perchloroethylene PCE 127-18-4 Solvent Tech 99.9%,Hydrocarbon & Derivatives,Chemicals,,,,,20000.0
3992,3992.0,7.192036918375174e+18,High purity perchloroethylene solvent PCE c2cl4 for dry cleaning,Hydrocarbon & Derivatives,Chemicals,700.0,18.0,tons,5.0,320000.0
3993,3993.0,5.827088944356884e+18,Dry cleaning agent good price Industrial Grade Perchloroethylene/PCE/127-18-4,Hydrocarbon & Derivatives,Chemicals,900.0,1.0,metric,,1000.0
3994,3994.0,5.827088944356884e+18,Dry cleaning agent good price Industrial Grade Perchloroethylene/PCE/127-18-4,Hydrocarbon & Derivatives,Chemicals,700.0,23.0,metric,,1000.0
3995,3995.0,-5.3355730066440456e+16,Newest HC Refrigerant Gas R600A Isobutan Propane Refrigerant Hydrocarbon & Derivatives Type,Hydrocarbon & Derivatives,Chemicals,,,,5.0,3300000.0
3996,3996.0,-8.409905531092079e+18,Factory supply tetrachloroethylene/PCE CAS 127-18-4 for dry cleaning agent,Hydrocarbon & Derivatives,Chemicals,,1.0,tons,4.8,1300000.0
3997,3997.0,-8.409905531092079e+18,Factory supply tetrachloroethylene/PCE CAS 127-18-4 for dry cleaning agent,Hydrocarbon & Derivatives,,,25.0,tons,4.8,1300000.0
3998,3998.0,5.332236060074774e+18,Isopentane synthesis n-Pentane CAS no.109-66-0 purity 99% n-Pentane,Hydrocarbon & Derivatives,Chemicals,,12.0,metric,,1000.0
3999,3999.0,5.332236060074774e+18,Isopentane synthesis n-Pentane CAS no.109-66-0 purity 99% n-Pentane,Hydrocarbon & Derivatives,,,100.0,metric,,1000.0
4000,4000.0,-6.64327244355872e+17,China supplier 99.5% PCE Tetrachloroethylene Perchloroethylene CAS 127-18-4 for dry cleaning agent,Hydrocarbon & Derivatives,Chemicals,,,,4.8,1400000.0
4001,4001.0,3.5153494898558075e+18,Dry cleaning agent 127-18-4 99% PCE Perchloroethylene c2cl4 Cleaning solvent Tetrachoroethylene,Hydrocarbon & Derivatives,Chemicals,980.0,20.0,tons,4.8,1300000.0
4002,4002.0,3.5153494898558075e+18,Dry cleaning agent 127-18-4 99% PCE Perchloroethylene c2cl4 Cleaning solvent Tetrachoroethylene,Hydrocarbon & Derivatives,Chemicals,975.0,100.0,tons,4.8,1300000.0
4003,4003.0,8.793972353042291e+18,"STARGET 99.9% purity gas n-butane r600a, hydrocarbon refrigerant gas r600 for sale",Hydrocarbon & Derivatives,Chemicals,,,,,
4004,4004.0,-8.154302828914562e+18,High Quality Refrigerant Gas cylinder price R600a R600 600 600a 99.9% Purity Air Conditioner in Hydrocarbon & Derivatives,Hydrocarbon & Derivatives,Chemicals,,,,5.0,3300000.0
4005,4005.0,-8.648373186222603e+18,industrial grade drums Pentane CAS 109-66-0 C5H12 colorless liquid 99% 125 kg,Hydrocarbon & Derivatives,Chemicals,,10.0,tons,5.0,70000.0
4006,4006.0,-8.648373186222603e+18,industrial grade drums Pentane CAS 109-66-0 C5H12 colorless liquid 99% 125 kg,Hydrocarbon & Derivatives,,,30.0,tons,5.0,70000.0
4007,4007.0,-8.648373186222603e+18,industrial grade drums Pentane CAS 109-66-0 C5H12 colorless liquid 99% 125 kg,Hydrocarbon & Derivatives,,,100.0,tons,5.0,70000.0
4008,4008.0,-1.8636165791246436e+18,Raw material tetrachloroethylene CAS 127-18-4 for car cleaning & care solution,Hydrocarbon & Derivatives,Chemicals,,1.0,tons,4.8,1300000.0
4009,4009.0,-1.8636165791246436e+18,Raw material tetrachloroethylene CAS 127-18-4 for car cleaning & care solution,Hydrocarbon & Derivatives,,,25.0,tons,4.8,1300000.0
4010,4010.0,-4.853223618883376e+18,Dry cleaning agent CAS 127-18-4 PCE Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,870.0,20.0,metric,5.0,40000.0
4011,4011.0,-4.853223618883376e+18,Dry cleaning agent CAS 127-18-4 PCE Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,800.0,50.0,metric,5.0,40000.0
4012,4012.0,-4.853223618883376e+18,Dry cleaning agent CAS 127-18-4 PCE Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,710.0,200.0,metric,5.0,40000.0
4013,4013.0,-4.096001050113569e+18,China Supplier Colorless Liquid Solvent Isopentane R601A Refrigerant Gas,Hydrocarbon & Derivatives,Chemicals,,,,5.0,80000.0
4014,4014.0,8.842868475255173e+18,Hot Selling High Purity 99.999% Carbon Tetrafluoridemethane CF4 R14 Gas,Hydrocarbon & Derivatives,Chemicals,45.0,5.0,cubic,5.0,520000.0
4015,4015.0,8.842868475255173e+18,Hot Selling High Purity 99.999% Carbon Tetrafluoridemethane CF4 R14 Gas,Hydrocarbon & Derivatives,Chemicals,30.0,20.0,cubic,5.0,520000.0
4016,4016.0,8.842868475255173e+18,Hot Selling High Purity 99.999% Carbon Tetrafluoridemethane CF4 R14 Gas,Hydrocarbon & Derivatives,Chemicals,25.0,50.0,cubic,5.0,520000.0
4017,4017.0,1.7510737147537198e+18,"High Class Refrigerant HFO R1234yf, 1234 Yf No Pollution Eco-friendly Refrigerant R1234yf in hydrocarbon & derivatives",Hydrocarbon & Derivatives,Chemicals,,,,5.0,3300000.0
4018,4018.0,-8.650832177530811e+18,NOVEC 1230 Fire Extinguisher agent FK5112,Hydrocarbon & Derivatives,Chemicals,15.8,250.0,kilograms,5.0,600000.0
4019,4019.0,-8.650832177530811e+18,NOVEC 1230 Fire Extinguisher agent FK5112,Hydrocarbon & Derivatives,Chemicals,11.7,1000.0,kilograms,5.0,600000.0
4020,4020.0,8.161415100183699e+18,Solvent CAS No 127-18-4 PCE Perchloroethylene for Dry Cleaning with good price,Hydrocarbon & Derivatives,Chemicals,,,,,2100000.0
4021,4021.0,-7.304349901432135e+18,High Purity 99.9% novec 1230 FK-5-1-12 Fire Extinguishant FK5112,Hydrocarbon & Derivatives,Chemicals,,,,5.0,600000.0
4022,4022.0,-3.297720838982468e+18,HFO-1234yf Refrigerant Gas tetrafluoroethane for Sustainable Cooling and Trade,Hydrocarbon & Derivatives,Chemicals,,,,5.0,80000.0
4023,4023.0,-2.6920481683925345e+18,Industrial Grade High Purity HFO R1234YF & R1234ZE Refrigerant Gas for Hydrocarbon & Derivatives Category,Hydrocarbon & Derivatives,Chemicals,,,,5.0,3300000.0
4024,4024.0,-7.48394216908707e+18,R290 Hydrocarbon Refrigerant - Energy-efficient Cooling Gas Good Price Refrigerant Gas R290,Hydrocarbon & Derivatives,Chemicals,,,,5.0,80000.0
4025,4025.0,-3.815894446205861e+18,Factory Directly Supply Cas No 127-18-4 PCE Tetrachloroethylene Perchloroethylene for Dry Cleaning Detergent,Hydrocarbon & Derivatives,Chemicals,,,,5.0,320000.0
4026,4026.0,-6.560375324239225e+18,SHINGCHEM n-butane refrigerant gas r600a r600 600 600a 99.9% purity in hydrocarbon derivatives,Hydrocarbon & Derivatives,Chemicals,3.0,1.0,pieces,5.0,600000.0
4027,4027.0,-6.560375324239225e+18,SHINGCHEM n-butane refrigerant gas r600a r600 600 600a 99.9% purity in hydrocarbon derivatives,Hydrocarbon & Derivatives,Chemicals,2.0,2.0,pieces,5.0,600000.0
4028,4028.0,-4.763143880863695e+18,High purity 99% CAS 109-66-0 N-Pentane for Plastic foaming agent,Hydrocarbon & Derivatives,Chemicals,,12.0,metric,,1000.0
4029,4029.0,-4.763143880863695e+18,High purity 99% CAS 109-66-0 N-Pentane for Plastic foaming agent,Hydrocarbon & Derivatives,,,100.0,metric,,1000.0
4030,4030.0,8.300637089378803e+16,Cas No.75-73-0 Purity 99.999% Refrigerant Gases R14/CF4 Tetrafluoromethane Gas,Hydrocarbon & Derivatives,Chemicals,45.0,5.0,cubic,5.0,520000.0
4031,4031.0,8.300637089378803e+16,Cas No.75-73-0 Purity 99.999% Refrigerant Gases R14/CF4 Tetrafluoromethane Gas,Hydrocarbon & Derivatives,Chemicals,30.0,20.0,cubic,5.0,520000.0
4032,4032.0,8.300637089378803e+16,Cas No.75-73-0 Purity 99.999% Refrigerant Gases R14/CF4 Tetrafluoromethane Gas,Hydrocarbon & Derivatives,Chemicals,25.0,50.0,cubic,5.0,520000.0
4033,4033.0,1.9951868894649577e+18,Tetrachloroethene / Perchloroethylene PCE for dry cleaning and catalyst,Hydrocarbon & Derivatives,Chemicals,980.0,24.0,tons,5.0,320000.0
4034,4034.0,8.022254050445096e+18,CAS No 127-18-4 (PCE) Tetrachloroethylene for Detergent Industry,Hydrocarbon & Derivatives,Chemicals,,,,4.9,610000.0
4035,4035.0,8.237288602145071e+18,buy perchloroethylene / perchloroethylene pce,Hydrocarbon & Derivatives,Chemicals,870.0,20.0,metric,5.0,40000.0
4036,4036.0,8.237288602145071e+18,buy perchloroethylene / perchloroethylene pce,Hydrocarbon & Derivatives,Chemicals,800.0,50.0,metric,5.0,40000.0
4037,4037.0,8.237288602145071e+18,buy perchloroethylene / perchloroethylene pce,Hydrocarbon & Derivatives,Chemicals,710.0,200.0,metric,5.0,40000.0
4038,4038.0,-4.758138283429834e+18,Refrigerant Isobutane CAS 106-97-8 High Purity 99.9% C4H10 R600A,Hydrocarbon & Derivatives,Chemicals,10.0,5.0,pieces,5.0,520000.0
4039,4039.0,-4.758138283429834e+18,Refrigerant Isobutane CAS 106-97-8 High Purity 99.9% C4H10 R600A,Hydrocarbon & Derivatives,Chemicals,8.0,20.0,pieces,5.0,520000.0
4040,4040.0,-4.758138283429834e+18,Refrigerant Isobutane CAS 106-97-8 High Purity 99.9% C4H10 R600A,Hydrocarbon & Derivatives,Chemicals,7.0,50.0,pieces,5.0,520000.0
4041,4041.0,-2.4513288155928566e+18,Fk5112 With High Purity 99.9% C6f12o clean extinguishing agent,Hydrocarbon & Derivatives,Chemicals,,,,5.0,80000.0
4042,4042.0,3.5061423911509555e+18,High quality ethylene tetrachloride / Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,870.0,20.0,metric,5.0,40000.0
4043,4043.0,3.5061423911509555e+18,High quality ethylene tetrachloride / Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,800.0,50.0,metric,5.0,40000.0
4044,4044.0,3.5061423911509555e+18,High quality ethylene tetrachloride / Perchloroethylene,Hydrocarbon & Derivatives,Chemicals,710.0,200.0,metric,5.0,40000.0
4045,4045.0,-3.94528200945327e+18,Manufacturer Price Cas No.:127-18-4 Tetrachloroethylene Perchloroethylene For Sale,Hydrocarbon & Derivatives,Chemicals,,,,,20000.0
4046,4046.0,-1.9774511825625874e+18,Metal degreasing Perchloroethylene PCE /Tetrachloroethylene CAS 127-18-4,Hydrocarbon & Derivatives,Chemicals,610.0,20.0,tons,4.8,1300000.0
4047,4047.0,-1.9774511825625874e+18,Metal degreasing Perchloroethylene PCE /Tetrachloroethylene CAS 127-18-4,Hydrocarbon & Derivatives,Chemicals,600.0,100.0,tons,4.8,1300000.0
4048,4048.0,1.5937702340922724e+18,Hot-selling High-Purity R1234YF Refrigerant 800g Net Weight Hydrocarbon & Derivatives,Hydrocarbon & Derivatives,Chemicals,50.0,50.0,pieces,,40.0
